Scan Code,Material,Material Description,Material Type,Material Group,Base Unit of Measure,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Serial no. profile,Profit Center,Control code,Material type descr.,Material Group Desc.,Material grp desc. 2,Division Desc.,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
,BFXF00A-F,BOX CUT GUIDE F,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXF00A-RK,PCK BOX CUT GUIDE F,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BFXG00A-F,BOX CUT GUIDE G,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXG00A-RK,PCK BOX CUT GUIDE G,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BFXH00A-F,BOX CUT GUIDE H,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXH00A-RK,PCK BOX CUT GUIDE H,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BOXX00O-RK,TIBIAL CENTRAL DIAL ( 0MM OFFSET),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BOXX04O-RK,TIBIAL OFFSET CENTRAL DIAL 4MM,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BOXX06O-RK,TIBIAL OFFSET CENTRAL DIAL 6MM,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,C1209,MODULAR TIBIAL TRIAL BEARING C1-2 PS 9MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,C1211,MODULAR TIBIAL TRIALBEARING C1-2 PS 11MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,C3409,MODULAR TIBIAL TRIAL BEARING C3-4 PS 9MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,C3411,MODULAR TIBIAL TRIALBEARING C3-4 PS 11MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CA1209,"MODULAR TIBIAL TRIAL BEARING A1-2, CR 9M",ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,002,Set CR
,CA1211,"MODULAR TIBIAL TRIAL BEARING A1-2, CR 11",ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,002,Set CR
,CB1209,"MODULAR TIBIAL TRIAL BEARING B1-2, CR 9M",ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,002,Set CR
,CB1211,"MODULAR TIBIAL TRIAL BEARING B1-2, CR 11",ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,002,Set CR
,CBX100A-F,TIBIAL TRAY TRIAL SIZE 1,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX100A-RK,STEMMED TIBIAL TRIAL SIZE 1,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX100A-RKI,Stemmed Trial TBP-1 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX105Z-RK,TIBIAL OFFSET GUIDE PLATE AUGMENT 5MM,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX110Z-RK,TIBIAL OFFSET GUIDE PLATE AUGMENT 10MM,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX111A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 11mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX114A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 14mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX115Z-RK,TIBIAL OFFSET GUIDE PLATE AUGMENT 15MM,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX117A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 17mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX120A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 20mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX123A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 23mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX127A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 27mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX131A-F,TIBIAL TRIAL LINER BOTTOM SIZE 1-2 31mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX200A-F,TIBIAL TRAY TRIAL SIZE 2,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX200A-RK,STEMMED TIBIAL TRIAL SIZE 2,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX200A-RKI,Stemmed Trial TBP-2 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX300A-F,TIBIAL TRAY TRIAL SIZE 3,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX300A-RK,STEMMED TIBIAL TRIAL SIZE 3,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX300A-RKI,Stemmed Trial TBP-3 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX311A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 11mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX314A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 14mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX317A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 17mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX320A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 20mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX323A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 23mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX327A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 27mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX331A-F,TIBIAL TRIAL LINER BOTTOM SIZE 3-4 31mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX400A-F,TIBIAL TRAY TRIAL SIZE 4,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX400A-RK,STEMMED TIBIAL TRIAL SIZE 4,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX400A-RKI,Stemmed Trial TBP-4 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX500A-F,TIBIAL TRAY TRIAL SIZE 5,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX500A-RK,STEMMED TIBIAL TRIAL SIZE 5,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX500A-RKI,Stemmed Trial TBP-5 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX511A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 11mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX514A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 14mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX517A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 17mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX520A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 20mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX523A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 23mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX527A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 27mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX531A-F,TIBIAL TRIAL LINER BOTTOM SIZE 5-6 31mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX600A-F,TIBIAL TRAY TRIAL SIZE 6,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX600A-RK,STEMMED TIBIAL TRIAL SIZE 6,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX600A-RKI,Stemmed Trial TBP-6 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX700A-F,TIBIAL TRAY TRIAL SIZE 7,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX700A-RK,STEMMED TIBIAL TRIAL SIZE 7,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX700A-RKI,Stemmed Trial TBP-7 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBX711A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 11mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX714A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 14mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX717A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 17mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX720A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 20mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX723A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 23mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX727A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8 27mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX731A-F,TIBIAL TRIAL LINER BOTTOM SIZE 7-8_31mm,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBX800A-F,TIBIAL TRAY TRIAL SIZE 8,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBX800A-RK,STEMMED TIBIAL TRIAL SIZE 8,ZFIN,077150,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,CBX800A-RKI,Stemmed Trial TBP-8 (I),ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0002,Trials,002,Trial Set STBP
,CBXA00PS-F,"TIBIAL TRIAL LINER TOP, SIZE A, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXA109PS-K,PS POLY TRIAL SIZE A1-2 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXB00PS-F,"TIBIAL TRIAL LINER TOP, SIZE B, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXB00RK-RK,TIBIAL TRIAL LINER TOP SIZE B PCK,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBXB109PS-K,PS POLY TRIAL SIZE B1-2 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXC00PS-F,"TIBIAL TRIAL LINER TOP, SIZE C, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXC00RK-RK,TIBIAL TRIAL LINER TOP SIZE C PCK,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBXC109PS-K,PS POLY TRIAL SIZE C1-2 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXC309PS-K,PS POLY TRIAL SIZE C3-4 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXD00PS-F,"TIBIAL TRIAL LINER TOP, SIZE D, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXD109PS-K,PS POLY TRIAL SIZE D1-2 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXD309PS-K,PS POLY TRIAL SIZE D3-4 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXE00PS-F,"TIBIAL TRIAL LINER TOP, SIZE E, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXE00RK-RK,TIBIAL TRIAL LINER TOP SIZE E PCK,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,CBXE309PS-K,PS POLY TRIAL SIZE E3-4 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXE509PS-K,PS POLY TRIAL SIZE E5-6 9MM,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXF00PS-F,"TIBIAL TRIAL LINER TOP, SIZE F, PS",ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,CBXF00RK-RK,TIBIAL TRIAL LINER TOP SIZE F PCK,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
