Scan Code,Material,Material Description,Material Type,Material Group,Base Unit of Measure,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Serial no. profile,Profit Center,Control code,Material type descr.,Material Group Desc.,Material grp desc. 2,Division Desc.,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
,IN-MLPSXF516,INFINIA TIBIAL LINER PS F5-6 MB 16MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF517,INFINIA TIBIAL LINER PS F5-6 MB 17MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF709,INFINIA TIBIAL LINER PS F7-8 MB 9MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF710,INFINIA TIBIAL LINER PS F7-8 MB 10MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF711,INFINIA TIBIAL LINER PS F7-8 MB 11MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF712,INFINIA TIBIAL LINER PS F7-8 MB 12MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF713,INFINIA TIBIAL LINER PS F7-8 MB 13MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF714,INFINIA TIBIAL LINER PS F7-8 MB 14MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF715,INFINIA TIBIAL LINER PS F7-8 MB 15MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF716,INFINIA TIBIAL LINER PS F7-8 MB 16MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXF717,INFINIA TIBIAL LINER PS F7-8 MB 17MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG509,INFINIA TIBIAL LINER PS G5-6 MB 9MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG510,INFINIA TIBIAL LINER PS G5-6 MB 10MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG511,INFINIA TIBIAL LINER PS G5-6 MB 11MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG512,INFINIA TIBIAL LINER PS G5-6 MB 12MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG513,INFINIA TIBIAL LINER PS G5-6 MB 13MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG514,INFINIA TIBIAL LINER PS G5-6 MB 14MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG515,INFINIA TIBIAL LINER PS G5-6 MB 15MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG516,INFINIA TIBIAL LINER PS G5-6 MB 16MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG517,INFINIA TIBIAL LINER PS G5-6 MB 17MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG709,INFINIA TIBIAL LINER PS G7-8 MB 9MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG710,INFINIA TIBIAL LINER PS G7-8 MB 10MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG711,INFINIA TIBIAL LINER PS G7-8 MB 11MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG712,INFINIA TIBIAL LINER PS G7-8 MB 12MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG713,INFINIA TIBIAL LINER PS G7-8 MB 13MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG714,INFINIA TIBIAL LINER PS G7-8 MB 14MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG715,INFINIA TIBIAL LINER PS G7-8 MB 15MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG716,INFINIA TIBIAL LINER PS G7-8 MB 16MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXG717,INFINIA TIBIAL LINER PS G7-8 MB 17MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH709,INFINIA TIBIAL LINER PS H7-8 MB 9MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH710,INFINIA TIBIAL LINER PS H7-8 MB 10MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH711,INFINIA TIBIAL LINER PS H7-8 MB 11MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH712,INFINIA TIBIAL LINER PS H7-8 MB 12MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH713,INFINIA TIBIAL LINER PS H7-8 MB 13MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH714,INFINIA TIBIAL LINER PS H7-8 MB 14MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH715,INFINIA TIBIAL LINER PS H7-8 MB 15MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH716,INFINIA TIBIAL LINER PS H7-8 MB 16MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLPSXH717,INFINIA TIBIAL LINER PS H7-8 MB 17MM,ZFIN,KI-IN-PS,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0003,Liner PS
,IN-MLUCXA109,INFINIA TIBIAL LINER  A1-2 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA110,INFINIA TIBIAL LINER  A1-2 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA111,INFINIA TIBIAL LINER  A1-2 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA112,INFINIA TIBIAL LINER  A1-2 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA113,INFINIA TIBIAL LINER  A1-2 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA114,INFINIA TIBIAL LINER  A1-2 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA115,INFINIA TIBIAL LINER  A1-2 UC 15MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA116,INFINIA TIBIAL LINER  A1-2 UC 16MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXA117,INFINIA TIBIAL LINER  A1-2 UC 17MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB109,INFINIA TIBIAL LINER  B1-2 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB110,INFINIA TIBIAL LINER  B1-2 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB111,INFINIA TIBIAL LINER  B1-2 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB112,INFINIA TIBIAL LINER  B1-2 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB113,INFINIA TIBIAL LINER  B1-2 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB114,INFINIA TIBIAL LINER  B1-2 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB115,INFINIA TIBIAL LINER  B1-2 UC 15MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB116,INFINIA TIBIAL LINER  B1-2 UC 16MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXB117,INFINIA TIBIAL LINER  B1-2 UC 17MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC109,INFINIA TIBIAL LINER  C1-2 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC110,INFINIA TIBIAL LINER  C1-2 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC111,INFINIA TIBIAL LINER  C1-2 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC112,INFINIA TIBIAL LINER  C1-2 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC113,INFINIA TIBIAL LINER  C1-2 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC114,INFINIA TIBIAL LINER  C1-2 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC115,INFINIA TIBIAL LINER  C1-2 UC 15MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC116,INFINIA TIBIAL LINER  C1-2 UC 16MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC117,INFINIA TIBIAL LINER  C1-2 UC 17MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC309,INFINIA TIBIAL LINER  C3-4 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC310,INFINIA TIBIAL LINER  C3-4 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC311,INFINIA TIBIAL LINER  C3-4 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC312,INFINIA TIBIAL LINER  C3-4 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC313,INFINIA TIBIAL LINER  C3-4 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC314,INFINIA TIBIAL LINER  C3-4 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC315,INFINIA TIBIAL LINER  C3-4 UC 15MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC316,INFINIA TIBIAL LINER  C3-4 UC 16MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXC317,INFINIA TIBIAL LINER  C3-4 UC 17MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD109,INFINIA TIBIAL LINER  D1-2 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD110,INFINIA TIBIAL LINER  D1-2 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD111,INFINIA TIBIAL LINER  D1-2 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD112,INFINIA TIBIAL LINER  D1-2 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD113,INFINIA TIBIAL LINER  D1-2 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD114,INFINIA TIBIAL LINER  D1-2 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD115,INFINIA TIBIAL LINER  D1-2 UC 15MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD116,INFINIA TIBIAL LINER  D1-2 UC 16MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD117,INFINIA TIBIAL LINER  D1-2 UC 17MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD309,INFINIA TIBIAL LINER  D3-4 UC 9MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD310,INFINIA TIBIAL LINER  D3-4 UC 10MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD311,INFINIA TIBIAL LINER  D3-4 UC 11MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD312,INFINIA TIBIAL LINER  D3-4 UC 12MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD313,INFINIA TIBIAL LINER  D3-4 UC 13MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
,IN-MLUCXD314,INFINIA TIBIAL LINER  D3-4 UC 14MM,ZFIN,KI-IN-UC,EA,KN,,KG,0.000,0.000,,3122,,Finished Product,Feedom Infinia Liner,Feedom Infinia Liner,Knee,Knee,004,Freedom Infinia,0001,Primary,0001,Liner - Knee,0002,Liner UC
